timestamp,.300BLK_3,.300BLK_4,.300BLK_5,.357 Magnum 9号霰射&#34;鼠弹&#34;,.357 Magnum FMJ,.357 Magnum JHP,.45 ACP AP,.45 ACP FMJ,.45 ACP RIP,.50 AE FMJ,.50 AE JHP,12 Gauge 8.5毫米鹿弹,12 Gauge 箭形弹,12 Gauge 龙息弹,12 Gauge独头 AP-20,12 Gauge独头 FTX,12.7x55mm PD12双头弹,12.7x55mm PS12,12.7x55mm PS12A,12.7x55mm PS12B,4.6x30mm AP SX,4.6x30mm FMJ SX,4.6x30mm Subsonic SX,45-70 Govt FMJ,45-70 Govt FTX,45-70 Govt RN,5.45x39mm BS,5.45x39mm BT,5.45x39mm PS,5.56x45mm M855,5.56x45mm M855A1,5.56x45mm M995,5.7x28mm L191,5.7x28mm R37.F,5.7x28mm SS190,5.7x28mm SS193,5.8x42mm DBP10,5.8x42mm DVC12,5.8x42mm DVP88,6.8x51mm FMJ,6.8x51mm Hybrid,7.62x39mm AP,7.62x39mm BP,7.62x39mm PS,7.62x51mm BPZ,7.62x51mm M62,7.62x51mm M80,7.62x54R BT,7.62x54R LPS,7.62x54R T46M,9x19mm AP6.3,9x19mm PBP,9x19mm RIP,9x39mm BP,9x39mm SP5,9x39mm SP6,玻纤柳叶箭矢,碳纤维刺骨箭矢,碳纤维穿甲箭矢
2026-08-25 00:01,602,1967,5343,278,,,,,785,1280,,363,508,2000,631,519,,,,4963,4162,1395,,1473,3975,,4529,1916,534,541,1911,5057,,647,4897,1863,,5355,,,5454,5196,1751,566,,6367,1498,6334,,,,1726,778,4549,,,,,7099
2026-08-25 00:11,602,1932,5343,283,,,,,770,1325,,363,508,,631,519,,,,4963,4162,1370,417,1538,3975,614,4474,,,,1911,5057,,637,,1833,,5355,,,5454,5121,1716,566,,6367,1538,6334,,,396,1726,778,4549,,,,1924,7099
2026-08-25 00:21,,,5343,,590,399,,551,,,604,,508,1920,671,519,3467,2622,729,4963,4162,,417,1538,4115,614,4529,,504,526,,5057,510,,4962,,1848,5355,448,1844,5454,5196,1751,,528,6367,1538,6334,1970,542,396,,,4549,484,1721,649,1924,
2026-08-25 00:31,,,5343,,590,399,1925,,,1325,604,,,,671,519,3467,2622,729,5143,4162,,432,1538,3975,614,4529,,,,,5057,495,,4962,,1848,5355,448,1844,5549,5271,,,528,6367,1538,6334,1970,542,411,,,4614,504,1721,679,1924,7099
2026-08-25 00:41,,,5343,,590,399,1925,551,,,644,,,,671,519,3567,2622,729,5143,4162,,417,1538,4115,614,4529,,,,,5057,495,,4897,,1883,5425,463,1844,5549,5271,1751,566,548,6367,1538,6334,1930,562,,,,4614,504,1721,679,1994,7099
2026-08-25 00:51,,,5343,,590,399,1925,536,,1325,664,,,,671,519,3567,2622,764,5143,4162,,432,1538,3975,,4529,,,,,5057,495,,4962,,1883,5425,463,1844,5549,5271,1716,566,548,6367,1538,6454,1890,562,411,,,4614,504,1721,679,1994,7099
2026-08-25 01:01,,,5343,,590,399,1925,551,,,664,,,,671,519,3567,2622,764,4963,4217,,432,,3975,614,4529,,,,,5057,495,,4962,,1848,5425,463,1844,5549,5346,1716,,548,6367,1538,6454,1970,562,411,,,4614,504,1721,679,1994,7099
2026-08-25 01:11,,,5343,,545,399,1925,551,,1325,644,,,,671,,3567,2537,,4963,4217,,417,1538,4115,,4529,,,,,5057,,,4897,,1813,5425,463,1889,5644,5346,1716,,548,6367,1538,6454,1930,562,411,,,4614,504,1721,709,1994,7099
2026-08-25 01:21,,,5343,,545,419,1925,551,,1325,644,,,,631,519,3567,2622,764,4963,4217,,432,1538,4115,614,4529,,,,,5057,,,5027,,1848,5425,478,1889,5644,5346,1716,,548,6367,1538,6454,1970,562,411,,,4614,484,1721,679,1994,7244
2026-08-25 01:31,,,5418,,545,419,1890,536,,1325,644,,,1880,671,519,3567,2622,729,5143,4217,,432,,4115,614,4584,,,,,5057,,,4962,,1883,5425,478,1889,5644,5346,1681,,548,6367,1538,6454,1930,,411,,,4614,484,1721,709,1994,7244
2026-08-25 01:41,,,5418,,,419,,551,,,624,,,1920,671,519,3567,2622,729,5143,4217,,432,1538,3975,,4584,,,,,5057,495,,4962,,1883,5425,463,1889,5644,5346,1681,,528,6367,1538,6454,1970,542,411,,,4614,484,1721,679,1994,7244
2026-08-25 01:51,,,5418,,545,399,,536,,1370,604,,,1920,,519,3567,2537,729,5143,4217,,417,1538,3975,,4584,,504,,,5057,495,,4962,,1848,5425,463,1889,5644,5346,1716,,528,6367,1538,6454,,,411,,,4614,,1721,619,1994,7099
2026-08-25 01:52,,,5418,,590,399,,536,,1325,604,,,1920,631,519,3567,2537,764,4963,4217,,417,1538,4115,,4584,,504,,,5057,495,,4962,,1883,5425,463,1889,5644,5346,1716,,548,6367,1538,6454,1970,542,396,,,4614,484,,709,1994,7244
2026-08-25 02:01,,,5418,,590,399,,536,,1325,604,,,1920,631,519,3567,2537,764,4963,4217,,417,1538,4115,,4584,,504,,,5057,495,,4962,,1883,5425,463,1889,5644,5346,1716,,548,6367,1538,6454,1970,542,396,,,4614,484,,709,1994,7244
2026-08-25 02:02,,,5343,,590,419,1890,551,,,584,,,1920,671,519,3567,2537,764,4963,4217,,417,1538,4115,,4584,,504,,,5057,495,,4962,,1848,5425,463,1889,5644,5346,1716,,548,6367,1538,6454,1970,542,396,,,4679,504,,709,1994,7244
2026-08-25 02:12,,,5418,,545,379,,536,,,644,,,1920,671,519,3567,2537,764,5143,4217,,417,1538,3975,,4584,,504,,,5057,495,,4962,,1848,5425,463,1844,5644,5346,1681,,528,6367,1538,6454,1930,562,396,,,4679,484,1721,619,1994,7389
2026-08-25 02:14,,,5418,,545,379,,536,,,644,,,1920,671,519,3567,2537,764,5143,4217,,417,1538,3975,,4584,,504,,,5057,495,,4962,,1848,5425,463,1844,5644,5346,1681,,528,6367,1538,6454,1930,562,396,,,4679,484,1721,619,1994,7389
2026-08-25 02:21,,,5418,,545,379,,536,,,644,,,1920,671,519,3567,2537,764,5143,4217,,417,1538,3975,,4584,,504,,,5057,495,,4962,,1848,5425,463,1844,5644,5346,1681,,528,6367,1538,6454,1930,562,396,,,4679,484,1721,619,1994,7389
2026-08-25 02:31,,,5418,,545,419,,551,,,604,,,1920,671,519,3567,2622,729,5143,4217,,417,1538,3975,,4584,,,,,5057,495,,4962,,1813,5495,463,1844,5644,5496,1716,551,,6367,1538,6454,1930,542,411,,,4679,484,1681,619,1994,7389
2026-08-25 02:41,,,5418,,590,399,1890,551,,1325,644,,,1920,671,519,3567,2537,729,4963,4217,,432,1538,4115,,4584,,489,,,5057,480,,4897,,,5495,448,1844,5739,5796,1681,551,528,6367,1538,6454,1930,542,411,,,4679,484,1721,,1994,7389
2026-08-25 02:51,,,5418,,545,399,,551,,1325,644,,,1920,671,519,3567,2537,729,4963,4217,,417,1538,3975,,4584,,,,,5057,495,,5027,,1848,5495,463,1844,5739,5946,1716,,528,6367,1538,6454,1930,522,396,,,4744,464,1681,,1994,
2026-08-25 03:01,,,5418,,545,399,,551,,1325,684,,,1920,671,519,3567,2537,729,4963,4217,,417,1538,3975,,4584,,,,,5057,495,,4962,,1848,5495,463,1844,5739,5796,1716,,528,6367,1538,6454,1930,522,396,,,4744,464,1681,679,1994,7534
2026-08-25 03:11,,,5418,,545,399,,551,,,704,,,1920,671,519,3567,2622,729,5143,4217,,417,1603,3975,,4584,,,,,4992,,,4962,,1848,5495,448,1844,5834,5796,1716,,528,6367,1538,6454,1930,522,396,,,4744,484,1721,649,1994,7534
2026-08-25 03:21,,,5418,,545,399,,551,,,644,,,1920,631,519,3467,2622,729,,4272,,,,4115,,4584,,,,,5057,495,,4897,,1813,5565,448,1889,5834,5871,1716,,548,6367,1538,6454,1970,522,396,,,4744,484,1721,619,1994,7534
2026-08-25 03:31,,,5418,,590,,,551,,,644,,,1920,,519,3567,,799,4963,4272,,417,1538,3975,,4584,,,,,4992,,,4897,,1848,5495,,1844,5834,5796,1716,,548,6367,1538,6454,1930,522,396,,,4744,484,1681,619,1994,7679
2026-08-25 03:41,,,5418,,545,399,,521,,1325,684,,,1920,631,519,3567,2537,,4963,4272,,,,3975,,4584,,489,,,4992,,,4897,,1848,5495,463,1844,5834,5796,1716,551,548,6367,1538,6334,1930,522,411,,,4744,484,1681,619,1994,7824
2026-08-25 03:51,,,5418,,590,399,,551,,,664,,,1920,631,519,3467,,729,4963,4217,,,1603,3975,,4584,,489,,,5057,480,,4897,,1848,5565,463,1889,5834,5796,1716,551,528,6367,1538,6454,1930,522,396,,,4744,464,1681,649,1924,8259
2026-08-25 04:01,,,5268,,590,419,,536,,1325,684,,,1880,671,519,3567,2537,729,,4272,,,1603,4115,,4529,,489,,,5057,495,,4767,,1848,5565,448,1889,5834,5796,1716,551,528,6367,1498,6454,1930,522,396,,,4744,464,1681,,1994,8114
2026-08-25 04:11,,,5343,,545,379,,,,1325,724,,,1880,671,519,3567,2622,729,4963,4272,,,1603,4115,,4584,,,,,5057,,,4962,,1848,5565,448,1844,5834,5721,1716,551,528,6367,1538,6454,1970,522,396,,,4744,464,1721,649,1994,8259
2026-08-25 04:21,,,5343,,545,419,,551,,,664,,,1920,671,519,3567,2622,729,4963,4272,,417,1603,3975,,4474,,,,,5057,,,4832,,1813,5565,448,1844,5834,5646,1716,551,528,6367,1498,6454,1930,522,396,,,4744,484,1681,679,1994,8259
2026-08-25 04:31,,,5418,,590,419,,521,,,724,,,1880,671,519,3567,2622,729,4963,4272,,417,1538,3975,,4584,,489,,,5057,,,4962,,1848,5495,448,1889,5834,5646,1716,,,6367,1538,6334,1890,522,396,,,4744,464,1681,709,1994,8404
2026-08-25 04:41,,1862,5343,,590,419,,521,,1325,704,,,1920,671,519,3467,2622,799,,4272,,417,1603,4115,,4584,,,,,5057,,,5027,,1848,5495,448,1844,5834,5646,1716,,528,6367,1538,6334,1890,542,396,,,4744,504,1681,649,1994,8259
2026-08-25 04:51,,,5343,,,399,1855,521,,,744,,,1920,671,519,3467,2537,729,4963,4217,,402,1538,3975,,4584,,489,,,5057,,,4897,,1848,5495,448,1844,5834,5721,1716,,528,6367,1538,6334,1930,522,396,,,4744,464,1681,649,1994,8404
2026-08-25 05:01,,,5418,,545,399,,536,,,744,,,1920,631,519,3567,2537,729,4963,4272,,,1538,3975,,4639,,489,,,5057,,,4832,,1848,5495,463,1889,5834,5646,1716,,528,6367,1538,6334,1890,522,396,,,4744,464,1681,709,1994,8259
2026-08-25 05:11,,1862,5268,,,399,1890,,,,,,,1920,631,519,3467,2622,,4963,4217,1320,,1538,3975,,4584,,,,,5057,,,4962,,1813,5425,448,1844,5834,5646,1681,,508,6367,1498,6334,1890,522,396,,,4744,444,1681,679,1994,8259
2026-08-25 05:21,,1862,5418,,545,399,1890,,,,,,,1880,631,499,3567,2622,694,4963,4272,,,1538,4115,,4584,,489,,,4992,,607,4962,,1813,5495,448,1844,5834,5646,1716,,,6367,1538,6334,1890,522,396,,,4744,444,1681,619,1854,8114
