timestamp,.300BLK_3,.300BLK_4,.300BLK_5,.357 Magnum FMJ,.357 Magnum JHP,.45 ACP AP,.45 ACP FMJ,.50 AE FMJ,.50 AE JHP,12 Gauge 8.5毫米鹿弹,12 Gauge 箭形弹,12 Gauge 龙息弹,12 Gauge独头 AP-20,12 Gauge独头 FTX,12.7x55mm PD12双头弹,12.7x55mm PS12,12.7x55mm PS12A,12.7x55mm PS12B,4.6x30mm AP SX,4.6x30mm FMJ SX,4.6x30mm Subsonic SX,45-70 Govt FMJ,45-70 Govt FTX,45-70 Govt RN,5.45x39mm BS,5.45x39mm BT,5.45x39mm PS,5.56x45mm M855,5.56x45mm M855A1,5.56x45mm M995,5.7x28mm L191,5.7x28mm R37.F,5.7x28mm SS190,5.7x28mm SS193,5.8x42mm DBP10,5.8x42mm DVC12,5.8x42mm DVP88,6.8x51mm FMJ,6.8x51mm Hybrid,7.62x39mm AP,7.62x39mm BP,7.62x39mm PS,7.62x51mm BPZ,7.62x51mm M62,7.62x51mm M80,7.62x54R BT,7.62x54R LPS,7.62x54R T46M,9x19mm AP6.3,9x19mm PBP,9x19mm RIP,9x39mm BP,9x39mm SP5,9x39mm SP6,玻纤柳叶箭矢,碳纤维刺骨箭矢,碳纤维穿甲箭矢
2026-07-27 00:01,587,1792,4818,635,,,566,1235,,373,,,,519,3267,1942,694,4783,,1295,,,,584,4364,1816,534,526,1791,4602,510,687,,1803,1778,,478,,4884,4971,1611,566,528,,1018,,1770,,441,1726,768,4614,424,,,1994,
2026-07-27 00:11,,,4818,,519,1750,,,464,,478,1720,591,519,,1942,694,4963,3887,,447,1083,3135,,4419,,,,,4602,510,,4377,,,4445,478,1754,4884,4971,1576,521,528,5767,1018,5974,1770,482,441,,,4614,424,1681,739,,5939
2026-07-27 00:21,,,4818,,539,,,1235,484,,478,1720,551,519,3267,1942,694,4963,3887,,447,1148,3135,584,4419,,,,,4602,,,4442,,,4445,493,1799,4884,4971,1576,536,528,5767,1018,5974,1770,482,441,,,4614,424,1681,709,1994,6084
2026-07-27 00:31,,,4818,,519,,,1235,484,,463,1720,551,519,3267,1942,694,4963,3887,,447,1148,3135,,4419,,,,,4602,,,4442,,,,478,1799,4884,4971,1576,536,528,5767,1018,5974,1770,482,441,,,4679,424,1681,709,1994,
2026-07-27 00:41,,,4818,,519,,,1235,484,,463,1720,551,519,3267,1942,694,4963,3887,,447,1148,3135,614,4419,,,,,4602,,,4442,,,4515,478,1799,4884,4971,1576,536,528,5767,1018,5974,1770,482,441,,,4679,424,1681,709,1994,6229
2026-07-27 00:51,,1757,4818,635,,1785,566,1235,484,,,1680,551,519,3267,1942,694,4783,3887,,,1148,3135,584,4419,,,,,4602,495,,4442,,,4515,478,1799,4884,4971,1576,521,528,5767,1018,5974,1730,482,441,,,4679,424,,709,1994,6229
2026-07-27 01:01,,1757,4818,635,,1750,566,1235,464,,463,1680,551,519,3267,1942,694,4963,3942,,,1148,3135,584,4419,,,,,4667,495,,4507,,,4515,478,1799,4884,4971,1576,536,528,5767,1018,5974,1770,482,441,,,4744,424,1721,709,1994,6229
2026-07-27 01:11,,,4818,635,499,1785,551,1190,464,,,,,519,3267,1942,694,4963,3942,,432,1148,3135,614,4419,,,,,4667,495,,4507,,,4515,478,1799,4884,4971,1576,536,528,5767,1018,6094,1770,482,441,,,4744,424,1721,,1994,6229
2026-07-27 01:21,,1757,4893,635,,1750,551,1235,464,,478,1720,551,519,3267,1942,694,4963,3942,,432,1148,3135,,4419,,,,,4667,495,,4507,,,4585,493,1799,4884,4971,1576,536,528,5767,1018,6094,1770,482,441,,,4744,424,1721,,1994,6229
2026-07-27 01:31,,,4893,635,519,,551,1190,444,,478,1720,551,519,3267,1942,694,4783,3942,,432,1148,3135,614,4419,,,,,4667,495,,4507,,,4585,493,1799,4884,4971,1576,536,528,5767,1018,6094,1770,462,441,,,4744,424,1721,739,1994,6229
2026-07-27 01:41,,1722,4893,635,519,1785,551,1235,484,,463,1680,551,519,3267,1942,694,4783,3997,,,1083,2995,644,4419,,,,,4732,495,,4507,,,4515,493,1799,4979,4971,1576,536,528,5767,1058,6094,1770,,441,,,4744,424,1721,,1994,6229
2026-07-27 01:51,,,,635,,,551,,444,,463,1680,551,519,3267,1942,694,4783,3997,,432,,,584,4419,,,,,4732,510,,4507,,,4585,493,1799,4979,4971,1576,536,528,5767,1058,6094,1770,462,441,,,4744,424,1721,709,1994,6229
2026-07-27 02:01,,,4968,635,519,,566,1235,,,,1680,551,519,3267,1942,694,4963,3997,,,1083,3135,584,4474,,,,,4732,510,,4507,,,4585,493,1799,4979,4971,1576,536,528,5767,1058,6094,1770,482,441,,,4809,424,1681,709,1994,6229
2026-07-27 02:11,,,4968,635,519,,566,1235,464,,478,1680,,519,3267,1942,694,4783,3997,,432,,3135,,4474,,,,,4732,510,,4507,,,4585,493,1799,4979,4971,1611,536,528,5767,1058,6094,1770,462,441,,,,,1681,739,1994,6229
2026-07-27 02:21,,1757,4968,635,,1750,566,1190,464,,,1680,,519,3267,1942,694,4783,3997,,,1148,3135,584,,,,,,4732,510,,4507,,,4585,493,,4979,4971,1611,536,528,5767,1058,6094,1770,462,441,,,4874,424,1721,739,1924,6229
2026-07-27 02:31,,,4968,635,539,1750,566,1235,484,,463,1680,,519,3267,1942,694,4783,3997,,,1148,3135,614,4474,,,,,4797,495,,4572,,,4585,493,1799,4979,4971,1611,536,528,5767,1058,6094,1770,462,441,,,4939,424,1681,769,1994,6229
2026-07-27 02:32,,,4968,635,539,1750,566,1235,484,,463,1680,,519,3267,1942,694,4783,3997,,,1148,3135,614,4474,,,,,4797,495,,4572,,,4585,493,1799,4979,4971,1611,536,528,5767,1058,6094,1770,462,441,,,4939,424,1681,769,1994,6229
2026-07-27 02:41,,,4968,635,559,,566,1235,484,,478,1680,551,519,3267,1942,694,4963,3997,,,1083,3135,584,4474,,,,,4797,510,,4572,,,4585,493,1799,4979,4971,1611,536,528,5767,1058,6094,1770,462,441,,,4939,,1681,739,1994,
2026-07-27 02:51,,1722,4968,635,539,,566,1280,484,,478,1680,551,519,3267,1942,694,4783,3997,,,1083,,584,4474,,,,,4797,495,,4572,,,4585,493,1799,4979,4971,1611,536,528,5767,1058,6094,1770,,441,,,4939,,1681,739,1924,6374
2026-07-27 03:01,,1757,4968,635,559,1715,566,,464,,463,1680,,519,3267,1942,694,4963,3997,,,1083,3135,644,4529,,,,,4797,510,,4572,,,4585,478,1799,4979,4971,1611,536,528,5767,1058,6094,1770,,426,,,5004,,1681,709,1994,6374
2026-07-27 03:11,,1757,4968,635,559,1750,566,,464,,463,,,519,3267,1942,694,4963,3997,,,,2995,584,4529,,,,,4797,510,,4572,,,4655,478,1799,4979,4971,1611,536,528,5767,1058,6094,1770,,426,,,5004,424,1681,,1994,6229
2026-07-27 03:21,,1757,4968,635,519,,566,1235,444,,478,1720,,519,3267,1942,694,,4052,,,1148,3135,,4529,,,,,4797,510,,4637,,,4585,478,1799,4979,4971,1611,536,508,5767,1018,6094,1770,,426,,,5004,,1681,,1994,6374
2026-07-27 03:31,,1757,4968,635,519,,566,1235,444,,493,1680,,519,3267,1942,694,9463,3997,,,1148,3135,644,4529,,,,,4797,510,,4572,,,4585,478,1799,4979,4971,1611,536,508,5767,1018,6094,1770,,426,,,5004,,1681,,1994,6374
2026-07-27 03:41,,1757,4968,635,519,1750,551,1190,504,,493,1680,551,519,3267,,694,7483,4052,,432,1148,3135,,4529,,,,,4797,495,,4572,,,4585,463,1799,4979,5046,1611,536,,5767,1018,6094,1770,462,426,,,5004,,1681,,1924,6229
2026-07-27 03:51,,1757,4968,635,519,1750,566,1235,464,,493,1680,,519,3267,1942,,7483,,,,1148,3135,584,4529,,,,,4797,495,,4507,,,4585,478,1799,4979,5046,1611,536,528,5767,1018,6094,1730,462,,,,5004,424,1641,,1924,
2026-07-27 04:01,,1757,4968,635,559,1750,551,1235,464,,478,1680,551,519,3267,,,5323,,,,1148,3135,584,4529,,,,,4797,495,,4507,,,4585,463,1799,4979,5046,1576,536,508,5767,1018,6094,1770,462,426,,,4939,,1641,709,1994,5939
2026-07-27 04:11,,1757,5043,635,519,1750,566,1280,484,,478,1680,,519,3267,,,5323,4052,,,1148,3135,,4584,,,,,4797,495,,4572,,1708,4585,463,1754,4979,5046,1576,536,528,5767,1018,6094,,462,426,,,4939,,1641,679,1994,6374
