timestamp,.300BLK_3,.300BLK_4,.300BLK_5,.357 Magnum 9号霰射&#34;鼠弹&#34;,.357 Magnum FMJ,.357 Magnum JHP,.45 ACP AP,.45 ACP FMJ,.45 ACP RIP,.50 AE FMJ,.50 AE JHP,12 Gauge 8.5毫米鹿弹,12 Gauge 箭形弹,12 Gauge 龙息弹,12 Gauge独头 AP-20,12 Gauge独头 FTX,12.7x55mm PD12双头弹,12.7x55mm PS12,12.7x55mm PS12A,12.7x55mm PS12B,4.6x30mm AP SX,4.6x30mm FMJ SX,4.6x30mm Subsonic SX,45-70 Govt FMJ,45-70 Govt FTX,45-70 Govt RN,5.45x39mm BS,5.45x39mm BT,5.45x39mm PS,5.56x45mm M855,5.56x45mm M855A1,5.56x45mm M995,5.7x28mm L191,5.7x28mm R37.F,5.7x28mm SS190,5.7x28mm SS193,5.8x42mm DBP10,5.8x42mm DVC12,5.8x42mm DVP88,6.8x51mm FMJ,6.8x51mm Hybrid,7.62x39mm AP,7.62x39mm BP,7.62x39mm PS,7.62x51mm BPZ,7.62x51mm M62,7.62x51mm M80,7.62x54R BT,7.62x54R LPS,7.62x54R T46M,9x19mm AP6.3,9x19mm PBP,9x19mm RIP,9x39mm BP,9x39mm SP5,9x39mm SP6,玻纤柳叶箭矢,碳纤维刺骨箭矢,碳纤维穿甲箭矢
2026-08-26 00:01,,1862,5493,273,,,1890,,770,1280,724,373,,1880,671,519,3367,2537,,4963,4162,,,,3975,,4419,1891,,,1881,4992,,637,4962,1773,,5355,,1799,5454,5346,1786,,,6367,1498,6334,,,,1666,778,4614,,,,1924,6954
2026-08-26 00:11,512,,5493,,590,,,401,,1325,,,,,711,,3367,2537,519,5143,4162,,387,1538,4115,404,4584,1691,414,421,,4992,315,637,,,1813,5355,343,1844,5454,5346,1751,416,428,6367,1538,6454,1810,422,381,,,4614,344,1681,409,1994,6954
2026-08-26 00:21,497,,5493,,590,419,,401,,,,,493,,711,,3367,2537,519,5143,4162,1320,387,1538,3975,404,4584,1691,414,421,,5057,315,637,4962,,1813,5425,343,1844,5549,5346,,,428,6367,1538,6454,1810,422,381,,,4614,344,1681,409,1994,6954
2026-08-26 00:31,497,1862,5493,,545,419,,401,,1325,,,478,,711,,3367,2537,519,5143,4217,,387,1538,3975,404,4639,1691,414,,,5057,315,,4962,,1778,5425,343,1844,5549,5421,,431,428,6367,1538,6454,1810,442,381,,,4614,344,1681,409,1994,6954
2026-08-26 00:41,512,,5493,,590,,,401,,1325,724,,493,1880,711,519,3367,2537,519,5143,4217,,387,1538,3975,434,4639,1691,429,436,,5057,315,,4962,,1813,5425,343,1844,5549,5421,,431,428,6367,1538,6454,1850,442,381,,,4614,344,1681,409,1994,6954
2026-08-26 00:51,512,,5493,,590,,,401,,,704,,493,1880,711,519,3367,2537,519,5143,4217,,387,1538,4115,434,4639,1691,429,436,,5057,315,,4962,,1778,5425,343,1844,5549,5496,,431,428,6367,1538,6454,1850,422,381,,,,344,1681,409,1994,6954
2026-08-26 01:01,497,,5493,,545,,,401,,,,,,1880,711,519,3367,2537,554,4963,4217,,387,1538,3975,404,4639,1691,429,436,,5057,315,,4897,,1778,5425,343,1844,,5496,1751,431,428,6367,1538,6454,1810,422,381,,,4614,344,1681,409,1994,6954
2026-08-26 01:11,497,,5493,,590,419,,401,,1325,,,478,,,519,3467,2537,554,5143,4217,,387,1538,4115,404,4639,1691,429,436,,5057,315,,4897,,1778,5425,343,1844,5644,5496,1751,431,428,6367,1538,6454,1810,422,381,,,4614,344,1681,379,1994,7099
2026-08-26 01:21,497,,5493,,590,419,,416,,,704,,493,1880,711,519,3467,2537,554,5143,4217,,387,1538,4115,404,4639,1691,429,436,,5057,315,,4962,,1813,5425,358,1844,5644,5571,,431,,6367,1538,6454,1810,422,381,,,4614,344,1681,409,1994,7099
2026-08-26 01:31,512,,5568,,590,419,,416,,,724,,478,,711,519,3467,2537,554,4963,4217,,387,1473,,404,4639,1691,429,436,,5057,,,4962,,1813,5425,358,1844,5644,5571,,431,428,6367,1538,6454,1810,422,381,,,4614,344,1681,409,1924,7099
2026-08-26 01:41,497,,5568,,590,,,416,,,764,,493,1880,671,519,3367,2537,554,4963,4217,,387,1538,3975,434,4639,1691,429,421,,5057,330,,4897,,1778,5425,358,1844,5644,5571,,431,428,6367,1538,6454,1810,442,381,,,4679,344,1681,439,1994,7099
2026-08-26 01:51,512,,5568,,590,,,416,,,764,,478,1880,,519,3467,2537,554,4963,4217,,387,1538,3975,434,4639,1666,414,421,,5057,330,,,,1778,5425,358,1844,5644,5571,,431,428,6367,1538,6454,1810,422,381,,,,344,1681,379,1994,7099
2026-08-26 02:01,512,,5568,,545,419,,416,,,744,,478,1880,711,519,3467,2537,554,4963,4217,,387,1538,3975,404,4639,1666,414,421,,5057,330,,,,1778,5425,358,1844,5644,5571,,431,428,6367,1538,6454,1810,422,381,,,4679,344,1681,379,1994,7099
2026-08-26 02:11,512,,5568,,590,419,,416,,1325,,,478,1880,711,519,3367,2537,519,4963,4272,,387,1538,4115,404,4639,1666,414,421,,5057,330,,4897,,1778,5495,343,1844,5739,5571,,,428,6367,1538,6454,1810,422,381,,,4744,344,1641,409,1994,7244
2026-08-26 02:21,497,,5568,,545,,,431,,,724,,493,,711,519,3467,,484,,4272,,387,1538,4115,374,,1666,414,421,,5057,330,,4962,,1813,5495,358,1799,,5571,,416,428,6367,1538,6454,1810,442,381,,,4744,,1641,409,1924,7099
2026-08-26 02:31,,,5568,,590,419,,431,,1370,724,,478,1880,671,519,3367,,519,5143,4272,,387,1538,3975,404,4639,1666,414,406,,5057,330,,,,1778,5495,343,1844,5834,5646,,416,,6367,1538,6454,1810,402,381,,,4744,344,1641,409,1994,7099
